Project Name	MedidasMartillo
Measurement Name	M5-GomaNegra
User Name	Default USER

Creation time	5/22/2016 15:4:1
Analyzer	FFT1
Result type	H1
Response Name	[2]-Accel X
Reference Name	[1]-Hammer
Unit	RMS
Average Type	Linear
Average Number (#)	     3      
Average Domain	Spectral

   X_Value   	  Y_Module  	   Y_Phase   	
     Hz     	 (m/s²)/(N) 	      °      	
 2.73750e+002	2.74838e-001	-5.91388e+001	
 2.75000e+002	2.80910e-001	-5.95622e+001	
 2.76250e+002	2.90330e-001	-5.97074e+001	
 2.77500e+002	2.96240e-001	-6.02690e+001	
 2.78750e+002	3.02672e-001	-6.07889e+001	
 2.80000e+002	3.11913e-001	-6.14600e+001	
 2.81250e+002	3.19511e-001	-6.20958e+001	
 2.82500e+002	3.27690e-001	-6.27101e+001	
 2.83750e+002	3.37170e-001	-6.36995e+001	
 2.85000e+002	3.46782e-001	-6.41791e+001	
 2.86250e+002	3.56167e-001	-6.53414e+001	
 2.87500e+002	3.64840e-001	-6.60337e+001	
 2.88750e+002	3.75894e-001	-6.70840e+001	
 2.90000e+002	3.84326e-001	-6.79564e+001	
 2.91250e+002	3.94998e-001	-6.86945e+001	
 2.92500e+002	4.08416e-001	-6.98429e+001	
 2.93750e+002	4.14569e-001	-7.12374e+001	
 2.95000e+002	4.24775e-001	-7.18610e+001	
 2.96250e+002	4.39018e-001	-7.34414e+001	
 2.97500e+002	4.50594e-001	-7.47166e+001	
 2.98750e+002	4.59167e-001	-7.50654e+001	
 3.00000e+002	4.70538e-001	-7.66544e+001	
 3.01250e+002	4.82791e-001	-7.84591e+001	
 3.02500e+002	4.94208e-001	-7.92412e+001	
 3.03750e+002	5.07685e-001	-8.09033e+001	
 3.05000e+002	5.14495e-001	-8.26274e+001	
 3.06250e+002	5.32325e-001	-8.40549e+001	
 3.07500e+002	5.37971e-001	-8.60243e+001	
 3.08750e+002	5.56949e-001	-8.72347e+001	
 3.10000e+002	5.63720e-001	-8.91455e+001	
 3.11250e+002	5.77663e-001	-9.04207e+001	
 3.12500e+002	5.88774e-001	-9.28791e+001	
 3.13750e+002	5.96215e-001	-9.50194e+001	
 3.15000e+002	6.09235e-001	-9.62533e+001	
 3.16250e+002	6.07725e-001	-9.88206e+001	
 3.17500e+002	6.18602e-001	-1.01023e+002	
 3.18750e+002	6.28841e-001	-1.02574e+002	
 3.20000e+002	6.34259e-001	-1.04806e+002	
 3.21250e+002	6.36402e-001	-1.06386e+002	
 3.22500e+002	6.41020e-001	-1.09072e+002	
 3.23750e+002	6.45563e-001	-1.10828e+002	
 3.25000e+002	6.49349e-001	-1.13053e+002	
 3.26250e+002	6.53299e-001	-1.14634e+002	
 3.27500e+002	6.61237e-001	-1.17231e+002	
 3.28750e+002	6.56050e-001	-1.18917e+002	
 3.30000e+002	6.54296e-001	-1.20747e+002	
 3.31250e+002	6.52309e-001	-1.23236e+002	
 3.32500e+002	6.58626e-001	-1.25463e+002	
 3.33750e+002	6.50353e-001	-1.26372e+002	
 3.35000e+002	6.50471e-001	-1.28188e+002	
 3.36250e+002	6.48754e-001	-1.30346e+002	
 3.37500e+002	6.38687e-001	-1.32205e+002	
 3.38750e+002	6.36597e-001	-1.33957e+002	
 3.40000e+002	6.36323e-001	-1.35168e+002	
 3.41250e+002	6.22519e-001	-1.37223e+002	
 3.42500e+002	6.18418e-001	-1.38712e+002	
 3.43750e+002	6.14980e-001	-1.39900e+002	
 3.45000e+002	6.07062e-001	-1.41191e+002	
 3.46250e+002	5.96777e-001	-1.42721e+002	
 3.47500e+002	5.95047e-001	-1.44123e+002	
 3.48750e+002	5.88932e-001	-1.45270e+002	
 3.50000e+002	5.83042e-001	-1.46951e+002	
 3.51250e+002	5.73937e-001	-1.47804e+002	
 3.52500e+002	5.70607e-001	-1.49219e+002	
 3.53750e+002	5.63940e-001	-1.49900e+002	
 3.55000e+002	5.55495e-001	-1.51075e+002	
 3.56250e+002	5.49466e-001	-1.52825e+002	
 3.57500e+002	5.45802e-001	-1.52965e+002	
 3.58750e+002	5.41487e-001	-1.54317e+002	
 3.60000e+002	5.28961e-001	-1.55426e+002	
 3.61250e+002	5.31448e-001	-1.56221e+002	
 3.62500e+002	5.21553e-001	-1.56712e+002	
 3.63750e+002	5.19551e-001	-1.57840e+002	
 3.65000e+002	5.15521e-001	-1.58969e+002	
 3.66250e+002	5.08640e-001	-1.59530e+002	
 3.67500e+002	5.05703e-001	-1.60100e+002	
 3.68750e+002	4.99258e-001	-1.61029e+002	
 3.70000e+002	4.93299e-001	-1.62305e+002	
 3.71250e+002	4.89400e-001	-1.62806e+002	
 3.72500e+002	4.79820e-001	-1.63568e+002	
 3.73750e+002	4.80687e-001	-1.64424e+002	
 3.75000e+002	4.75867e-001	-1.65396e+002	
 3.76250e+002	4.69845e-001	-1.66155e+002	
 3.77500e+002	4.64414e-001	-1.66890e+002	
 3.78750e+002	4.60622e-001	-1.67218e+002	
 3.80000e+002	4.54015e-001	-1.68168e+002	
 3.81250e+002	4.51614e-001	-1.68554e+002	
 3.82500e+002	4.49370e-001	-1.68999e+002	
 3.83750e+002	4.44900e-001	-1.69764e+002	
 3.85000e+002	4.40319e-001	-1.70519e+002	
 3.86250e+002	4.37544e-001	-1.70472e+002	
 3.87500e+002	4.31569e-001	-1.71225e+002	
 3.88750e+002	4.28244e-001	-1.72061e+002	
 3.90000e+002	4.24726e-001	-1.72675e+002	
 3.91250e+002	4.21427e-001	-1.72915e+002	
 3.92500e+002	4.16149e-001	-1.73495e+002	
 3.93750e+002	4.15641e-001	-1.73934e+002	
